wasp_id,cell_id,amt,time,bout_id
35,41,183,2,
35,41,2,183,48.0
31,201,184,2,
31,201,2,184,48.0
4,182,184,2,
4,182,2,184,48.0
9,1,184,2,
9,1,2,184,48.0
20,3,184,2,
20,3,2,184,48.0
32,173,184,2,
32,173,2,184,48.0
29,3,185,2,
29,3,2,185,48.0
42,160,185,2,
42,160,2,185,48.0
39,3,185,2,
39,3,2,185,48.0
33,3,185,2,
33,3,2,185,48.0
41,180,185,2,
41,180,2,185,48.0
43,2,186,1,
43,2,1,186,48.0
9,1,186,1,
9,1,1,186,48.0
4,23,186,2,
4,23,2,186,48.0
51,3,187,2,
51,3,2,187,49.0
29,4,188,2,
29,4,2,188,49.0
38,3,188,2,
38,3,2,188,49.0
19,35,188,2,
19,35,2,188,49.0
32,171,188,2,
32,171,2,188,49.0
24,161,189,2,
24,161,2,189,49.0
39,161,189,2,
39,161,2,189,49.0
32,164,190,2,
32,164,2,190,49.0
19,35,190,2,
19,35,2,190,49.0
26,3,190,2,
26,3,2,190,49.0
53,3,190,1,
53,3,1,190,49.0
36,162,191,2,
36,162,2,191,49.0
22,3,191,2,
22,3,2,191,49.0
24,162,191,2,
24,162,2,191,49.0
9,3,191,2,
9,3,2,191,49.0
28,3,191,2,
28,3,2,191,49.0
51,9,192,2,
51,9,2,192,49.0
54,3,192,2,
